mutant serotonin control 10.abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_Rate,,Peaks,Annot,,loc,sumP,begin,term,length,sign,class,,,R_loc,R_sumP,R_length,E_loc,E_sumP,E_length,r2_loc,r2_sumP,r2_length,e1_loc,e1_sumP,e1_length,numIPSP,sumIPSP,numEPSP,sumEPSP,,,IPSP_loc,IPSP_sumP,IPSP_begin,IPSP_term,IPSP_length,IPSP_sign,IPSP_class,,,EPSP_loc,EPSP_sumP,EPSP_begin,EPSP_term,EPSP_length,EPSP_sign,EPSP_class,,,,spkName,label,R,G,B,classID
1000,,47,E,,47,4.066616463,45,49,6,-1,4,,,730,-8.946556218,12,510,26.02634621,33,0,0,0,0,0,0,0,0,0,0,,,1035,0.813323293,1035,1035,2,,7,,,2129,0.813323293,2129,2129,2,,8,,,,unclassified,,0.5,0.5,0.5,1
,,510,E,,510,26.02634536,505,536,33,1,4,,,1219,-7.319909633,10,1009,16.26646614,21,1231,2.439969778,4,0,0,0,0,0,0,0,,,1452,2.439969878,1451,1453,4,-1,7,,,4103,3.25329317,4101,4104,5,-1,8,,,,pump,,0,0,1,2
,,730,R,,730,8.946556218,725,735,12,-1,3,,,1235,-4.066616463,6,0,0,0,1308,-4.879939556,7,0,0,0,0,0,0,0,,,1510,4.066616463,1507,1511,6,1,7,,,4192,6.50658634,4188,4195,9,-1,8,,,,R,R,0,1,0,3
,,996,e,,996,0.813323293,996,996,2,,6,,,1674,-8.946556218,12,1469,8.13323307,11,1689,-2.439969778,4,0,0,0,3,11.3865261,0,0,,,1525,3.25329317,1523,1526,5,-1,7,,,4250,4.066616463,4248,4252,6,-1,8,,,,E,E,1,0,0,4
,,997,E,,997,0.813323293,997,997,2,,4,,,2025,-7.319909633,10,1841,9.759879112,13,0,0,0,1831,9.759879112,13,0,0,0,0,,,1543,4.066616463,1542,1546,6,-1,7,,,7071,0.813323293,7071,7071,2,,8,,,,r2,r,1,1,0,5
,,1009,E,,1009,16.26646585,999,1018,21,1,4,,,3138,-8.946556218,12,2945,11.38652611,15,0,0,0,2936,2.439969778,4,2,14.63981927,0,0,,,2964,4.879939755,2960,2965,7,1,7,,,12007,0.813323293,12007,12007,2,,8,,,,e1,e,1,0,1,6
,,1035,P,,1035,0.813323293,1035,1035,2,,7,,,4905,-10.5732028,14,4669,4.879939556,7,4927,-2.439969778,4,0,0,0,2,19.51975902,3,13.82649597,,,2976,9.75987951,2971,2982,13,-1,7,,,12212,0.813323293,12212,12212,2,,8,,,,IPSP,P,0,1,1,7
,,1219,R,,1219,7.319909633,1215,1223,10,-1,3,,,5520,-8.548279499,11,5253,13.0131731,17,0,0,0,0,0,0,4,27.65299195,0,0,,,4659,5.693263048,4656,4662,8,1,7,,,12216,6.50658634,12214,12221,9,1,8,,,,EPSP,i,1,0.8,0,8
,,1228,r,,1228,0.813323293,1228,1228,2,,5,,,5998,4.066616463,6,0,0,0,0,0,0,0,0,0,13,81.33232925,0,0,,,4675,0.813323293,4675,4675,2,,7,,,15320,6.50658634,15317,15324,9,1,8,,,,,,,,,
,,1231,r,,1231,2.439969878,1230,1232,4,1,5,,,6210,-8.946556218,12,6004,-5.693263054,8,0,0,0,0,0,0,0,0,0,0,,,4710,8.946556218,4703,4713,12,-1,7,,,17327,5.693263048,17326,17332,8,1,8,,,,,,,,,
,,1235,R,,1235,4.066616463,1233,1237,6,-1,3,,,6529,-8.133232925,11,6352,16.26646614,21,0,0,0,6315,20.3330822,26,1,9.75987951,0,0,,,4745,10.5732028,4738,4750,14,1,7,,,19299,3.25329317,19298,19301,5,1,8,,,,,,,,,
,,1240,r,,1240,1.626646585,1240,1241,3,,5,,,7470,-8.946556218,12,7285,8.13323307,11,0,0,0,0,0,0,0,0,0,0,,,5273,8.946556218,5264,5274,12,-1,7,,,21564,2.439969878,21563,21565,4,-1,8,,,,,,,,,
