mutant serotonin control 8.abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_Rate,,Peaks,Annot,,loc,sumP,begin,term,length,sign,class,,,R_loc,R_sumP,R_length,E_loc,E_sumP,E_length,r2_loc,r2_sumP,r2_length,e1_loc,e1_sumP,e1_length,numIPSP,sumIPSP,numEPSP,sumEPSP,,,IPSP_loc,IPSP_sumP,IPSP_begin,IPSP_term,IPSP_length,IPSP_sign,IPSP_class,,,EPSP_loc,EPSP_sumP,EPSP_begin,EPSP_term,EPSP_length,EPSP_sign,EPSP_class,,,,spkName,label,R,G,B,classID
1000,,15,i,,15,21.16269094,7,23,18,-1,8,,,1548,-357.0460597,6,1447,109.0724792,15,0,0,0,0,0,0,0,0,0,0,,,20517,0.943724348,20517,20517,2,,7,,,15,21.16269094,7,23,18,-1,8,,,,unclassified,,0.5,0.5,0.5,1
,,85,i,,85,26.55916553,75,96,23,1,8,,,2012,-184.7930787,6,1701,81.77762604,13,0,0,0,0,0,0,0,0,0,0,,,20561,2.563142031,20561,20562,3,,7,,,85,26.55916553,75,96,23,1,8,,,,pump,,0,0,1,2
,,107,i,,107,3.180219233,106,108,4,-1,8,,,3563,-470.4694349,7,3431,62.22183228,13,0,0,0,0,0,0,0,0,0,0,,,20569,0.923488883,20569,20569,2,,7,,,107,3.180219233,106,108,4,-1,8,,,,R,R,0,1,0,3
,,167,i,,167,34.42220328,161,186,27,1,8,,,3913,-179.7477339,6,3857,128.179657,18,0,0,0,0,0,0,0,0,0,0,,,20726,11.16007392,20721,20730,11,-1,7,,,167,34.42220328,161,186,27,1,8,,,,E,E,1,0,0,4
,,289,i,,289,17.11085341,286,300,16,-1,8,,,4791,-446.0261959,7,4679,133.400177,15,0,0,0,0,0,0,0,0,0,0,,,25799,5.860430634,25797,25801,6,-1,7,,,289,17.11085341,286,300,16,-1,8,,,,r2,r,1,1,0,5
,,348,i,,348,27.78898767,337,360,25,-1,8,,,5588,-414.9387474,7,5432,106.7234421,12,0,0,0,0,0,0,0,0,0,0,,,25810,4.692460645,25810,25810,2,,7,,,348,27.78898767,337,360,25,-1,8,,,,e1,e,1,0,1,6
,,374,i,,374,10.83126107,367,376,11,-1,8,,,6182,-412.9765797,7,5791,75.48890686,8,0,0,0,0,0,0,0,0,0,0,,,25817,9.691980728,25816,25821,7,1,7,,,374,10.83126107,367,376,11,-1,8,,,,IPSP,P,0,1,1,7
,,409,i,,409,1.869465013,409,409,2,,8,,,11464,-314.855454,6,11340,138.8986053,16,0,0,0,0,0,0,0,0,0,0,,,25826,12.9685627,25825,25828,5,1,7,,,409,1.869465013,409,409,2,,8,,,,EPSP,i,1,0.8,0,8
,,418,i,,418,9.635437187,413,420,9,1,8,,,11740,-166.3333371,9,11633,136.1762085,9,0,0,0,0,0,0,0,0,0,0,,,25854,4.684814299,25853,25855,4,-1,7,,,418,9.635437187,413,420,9,1,8,,,,,,,,,
,,450,i,,450,2.948244758,449,451,4,-1,8,,,16222,-202.0325836,5,16161,133.8812866,28,0,0,0,0,0,0,0,0,0,0,,,25876,24.98163643,25873,25883,12,-1,7,,,450,2.948244758,449,451,4,-1,8,,,,,,,,,
,,455,i,,455,3.948334765,453,456,5,-1,8,,,16505,-350.4254048,12,16324,184.8173065,10,0,0,0,0,0,0,0,0,0,0,,,25895,3.623938094,25894,25896,4,1,7,,,455,3.948334765,453,456,5,-1,8,,,,,,,,,
,,468,i,,468,1.23423468,468,468,2,,8,,,17045,-409.3176202,10,16938,83.08333588,16,0,0,0,0,0,0,0,0,0,0,,,25921,4.241014733,25919,25922,5,1,7,,,468,1.23423468,468,468,2,,8,,,,,,,,,
,,493,i,,493,4.279316028,492,495,5,1,8,,,21149,-665.5234278,12,21032,142.8738251,23,0,0,0,0,0,0,0,0,5,39.61625648,,,26299,11.88799749,26294,26301,9,1,7,,,493,4.279316028,492,495,5,1,8,,,,,,,,,
,,532,i,,532,8.558710551,529,535,8,1,8,,,21517,-940.2124743,37,21319,129.0441284,12,0,0,0,0,0,0,0,0,0,0,,,26349,14.47551621,26346,26357,13,1,7,,,532,8.558710551,529,535,8,1,8,,,,,,,,,
