mutant serotonin 005 H2O2 1.abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_Rate,,Peaks,Annot,,loc,sumP,begin,term,length,sign,class,,,R_loc,R_sumP,R_length,E_loc,E_sumP,E_length,r2_loc,r2_sumP,r2_length,e1_loc,e1_sumP,e1_length,numIPSP,sumIPSP,numEPSP,sumEPSP,,,IPSP_loc,IPSP_sumP,IPSP_begin,IPSP_term,IPSP_length,IPSP_sign,IPSP_class,,,EPSP_loc,EPSP_sumP,EPSP_begin,EPSP_term,EPSP_length,EPSP_sign,EPSP_class,,,,spkName,label,R,G,B,classID
1000,,155,i,,155,12.87030629,145,178,35,1,8,,,3910,-106.3596612,10,3655,27.75396729,41,0,0,0,0,0,0,4,25.71249836,0,0,,,2848,1.151641055,2848,2850,4,,7,,,155,12.87030629,145,178,35,1,8,,,,unclassified,,0.5,0.5,0.5,1
,,194,i,,194,4.263941879,189,201,14,-1,8,,,4298,-129.7047134,13,4101,42.01034927,58,0,0,0,4081,4.793818474,7,0,0,0,0,,,2941,0.202254678,2941,2941,2,,7,,,194,4.263941879,189,201,14,-1,8,,,,pump,,0,0,1,2
,,231,i,,231,12.45079673,225,249,26,-1,8,,,4498,7.552418242,5,0,0,0,0,0,0,0,0,0,6,32.96496703,0,0,,,2980,2.895045941,2980,2981,3,,7,,,231,12.45079673,225,249,26,-1,8,,,,R,R,0,1,0,3
,,277,i,,277,1.494263398,277,278,3,,8,,,4731,-96.64498527,14,4509,33.19035721,33,0,0,0,4490,-2.505536795,8,1,3.393036152,0,0,,,3643,3.59529083,3638,3644,8,-1,7,,,277,1.494263398,277,278,3,,8,,,,E,E,1,0,0,4
,,284,i,,284,1.494263398,284,285,3,,8,,,5319,-111.0899444,11,5047,23.1008091,23,5325,8.750946045,4,5036,-3.190781355,6,4,41.21792293,1,2.645904453,,,3701,3.299555297,3700,3703,5,1,7,,,284,1.494263398,284,285,3,,8,,,,r2,r,1,1,0,5
,,390,i,,390,4.202054865,388,397,11,1,8,,,5852,158.5224454,8,5631,11.19067478,14,0,0,0,0,0,0,1,10.30317525,0,0,,,3713,7.580090812,3706,3714,10,1,7,,,390,4.202054865,388,397,11,1,8,,,,e1,e,1,0,1,6
,,407,i,,407,5.805092086,399,409,12,1,8,,,7750,-110.1561623,8,7506,2.241394997,4,0,0,0,0,0,0,2,5.260215066,9,62.78386045,,,3812,6.941732937,3809,3815,8,-1,7,,,407,5.805092086,399,409,12,1,8,,,,IPSP,P,0,1,1,7
,,497,i,,497,2.101027433,496,500,6,-1,8,,,8121,-103.7173042,12,7937,49.86112213,45,8127,,4,7926,-10.78616524,12,2,27.39112194,0,0,,,3888,7.891119314,3885,3893,10,-1,7,,,497,2.101027433,496,500,6,-1,8,,,,EPSP,i,1,0.8,0,8
,,606,i,,606,14.44305034,581,611,32,1,8,,,8599,-181.8454659,15,8359,14.30689716,18,8612,2.988526821,5,0,0,0,5,54.48457282,0,0,,,4354,3.657177845,4351,4360,11,1,7,,,606,14.44305034,581,611,32,1,8,,,,,,,,,
,,639,i,,639,10.80116546,626,643,19,1,8,,,9000,-178.5954856,12,8831,36.82349014,42,0,0,0,8820,2.988526821,5,2,10.94153312,0,0,,,4537,2.147914242,4537,4537,2,,7,,,639,10.80116546,626,643,19,1,8,,,,,,,,,
,,713,i,,713,17.33809628,693,725,34,-1,8,,,13232,-90.3804014,11,12903,3.454923153,10,13291,2.101027489,6,0,0,0,4,34.9425132,3,7.392836339,,,4539,1.494263398,4539,4540,3,,7,,,713,17.33809628,693,725,34,-1,8,,,,,,,,,
,,756,i,,756,7.641977826,750,761,13,1,8,,,13602,-137.3589245,7,13388,31.17918205,26,13608,6.537223816,6,13371,5.213328362,16,3,33.43427658,0,0,,,4593,3.393036152,4591,4596,7,-1,7,,,756,7.641977826,750,761,13,1,8,,,,,,,,,
,,873,i,,873,1.898772754,871,874,5,1,8,,,14145,-147.0199972,9,0,0,0,14152,12.29412842,7,0,0,0,36,295.9186577,0,0,,,4652,0.747131699,4652,4652,2,,7,,,873,1.898772754,871,874,5,1,8,,,,,,,,,
,,878,i,,878,0.202254678,878,878,2,,8,,,14524,-249.0989591,7,14338,38.35971069,22,14529,-13.63461685,8,14325,-8.295628548,12,3,33.0929551,0,0,,,5091,15.64579223,5087,5100,15,-1,7,,,878,0.202254678,878,878,2,,8,,,,,,,,,
,,880,i,,880,0.949386377,880,881,3,,8,,,15115,-214.7335479,10,14920,-1.696518064,4,0,0,0,0,0,0,1,18.35228284,0,0,,,5117,3.097300619,5116,5118,4,1,7,,,880,0.949386377,880,881,3,,8,,,,,,,,,
,,903,i,,903,17.25961563,884,921,39,1,8,,,15750,-268.4047985,17,15511,23.24088287,31,15814,-6.816365242,17,15089,6.692591667,11,1,11.39685056,0,0,,,5140,9.245015047,5137,5149,14,1,7,,,903,17.25961563,884,921,39,1,8,,,,,,,,,
,,946,i,,946,2.848159131,943,948,7,-1,8,,,16347,-260.5707899,16,16122,-2.303282022,7,0,0,0,0,0,0,3,48.56286437,0,0,,,5227,13.22981503,5217,5231,16,-1,7,,,946,2.848159131,943,948,7,-1,8,,,,,,,,,
,,981,i,,981,7.501610162,973,986,15,-1,8,,,17599,-162.6605673,15,17305,13.49395657,20,0,0,0,17290,6.707591534,18,3,28.22587769,0,0,,,5276,2.35016892,5276,5277,3,,7,,,981,7.501610162,973,986,15,-1,8,,,,,,,,,
,,992,i,,992,1.151641055,991,993,4,-1,8,,,18042,-153.8210035,10,17905,7.516610146,22,0,0,0,0,0,0,2,18.72417138,0,0,,,5279,0.202254678,5279,5279,2,,7,,,992,1.151641055,991,993,4,-1,8,,,,,,,,,
,,995,i,,995,0.202254678,995,995,2,,8,,,20031,3.097300619,4,19902,,4,0,0,0,0,0,0,0,0,5,25.47835708,,,5623,4.295828483,5623,5624,3,,7,,,995,0.202254678,995,995,2,,8,,,,,,,,,
,,1024,i,,1024,2.101027433,1022,1026,6,-1,8,,,20286,-246.387684,11,0,0,0,20294,3.501810074,6,0,0,0,52,473.872658,0,0,,,5640,0.202254678,5640,5640,2,,7,,,1024,2.101027433,1022,1026,6,-1,8,,,,,,,,,
,,1047,i,,1047,0.949386377,1047,1048,3,,8,,,20661,-247.1211191,5,20464,20.03510094,19,0,0,0,20451,-11.19459629,8,3,43.12490591,0,0,,,5722,10.30317525,5716,5729,15,1,7,,,1047,0.949386377,1047,1048,3,,8,,,,,,,,,
,,1059,i,,1059,1.353895734,1058,1061,5,-1,8,,,22498,1.151641055,4,22473,1.353895783,5,0,0,0,0,0,0,1,7.956927598,0,0,,,7459,7.252761438,7456,7462,8,-1,7,,,1059,1.353895734,1058,1061,5,-1,8,,,,,,,,,
,,1080,i,,1080,4.88729955,1076,1083,9,-1,8,,,22697,-373.088058,11,22548,-2.241394997,4,0,0,0,0,0,0,1,10.59760992,0,0,,,7527,1.353895734,7525,7528,5,1,7,,,1080,4.88729955,1076,1083,9,-1,8,,,,,,,,,
,,1122,i,,1122,9.431976757,1117,1133,18,1,8,,,23210,-335.5714234,20,23005,31.90812683,31,0,0,0,0,0,0,2,31.48339489,0,0,,,7623,3.906319332,7621,7627,8,1,7,,,1122,9.431976757,1117,1133,18,1,8,,,,,,,,,
,,1185,i,,1185,3.393036152,1181,1186,7,1,8,,,23597,-296.1524033,11,23426,2.101027489,6,0,0,0,0,0,0,2,23.24509728,0,0,,,7975,13.89716522,7973,7979,8,-1,7,,,1185,3.393036152,1181,1186,7,1,8,,,,,,,,,
,,1205,i,,1205,9.540750581,1195,1210,17,1,8,,,26477,-116.6406729,17,26310,10.45854282,20,30009,7.393128872,6,0,0,0,3,59.80912071,5,19.6882652,,,8019,13.49395672,8007,8025,20,-1,7,,,1205,9.540750581,1195,1210,17,1,8,,,,,,,,,
,,1243,i,,1243,2.303282111,1240,1245,7,-1,8,,,30271,-121.5471211,8,29956,15.34584236,28,0,0,0,0,0,0,7,97.11398349,3,7.765751855,,,8126,2.147914242,8126,8126,2,,7,,,1243,2.303282111,1240,1245,7,-1,8,,,,,,,,,
,,1253,i,,1253,6.816365478,1247,1262,17,1,8,,,30677,130.3400131,4,30454,3.050413847,8,0,0,0,0,0,0,3,13.08944737,0,0,,,8400,2.895045941,8400,8401,3,,7,,,1253,6.816365478,1247,1262,17,1,8,,,,,,,,,
,,1270,i,,1270,4.10857401,1265,1272,9,1,8,,,31499,-2.988526795,5,0,0,0,31507,-1.151641011,4,0,0,0,99,1003.399381,0,0,,,8426,13.99616097,8423,8429,8,-1,7,,,1270,4.10857401,1265,1272,9,1,8,,,,,,,,,
,,1276,i,,1276,0.747131699,1276,1276,2,,8,,,31783,-187.6273846,9,31756,5.540950298,8,0,0,0,0,0,0,0,0,0,0,,,8461,29.45339787,8455,8467,14,-1,7,,,1276,0.747131699,1276,1276,2,,8,,,,,,,,,
,,1284,i,,1284,0.202254678,1284,1284,2,,8,,,31791,3.299555297,5,0,0,0,31995,-1.151641011,4,0,0,0,101,1028.331853,0,0,,,8508,0.747131699,8508,8508,2,,7,,,1284,0.202254678,1284,1284,2,,8,,,,,,,,,
