WT serotonin control 5.abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample_Rate,,Peaks,Annot,,loc,sumP,begin,term,length,sign,class,,,R_loc,R_sumP,R_length,E_loc,E_sumP,E_length,r2_loc,r2_sumP,r2_length,e1_loc,e1_sumP,e1_length,numIPSP,sumIPSP,numEPSP,sumEPSP,,,IPSP_loc,IPSP_sumP,IPSP_begin,IPSP_term,IPSP_length,IPSP_sign,IPSP_class,,,EPSP_loc,EPSP_sumP,EPSP_begin,EPSP_term,EPSP_length,EPSP_sign,EPSP_class,,,,spkName,label,R,G,B,classID
1000,,24,i,,24,29.23575789,16,41,27,1,8,,,51082,,4,50782,-4.863621235,6,0,0,0,0,0,0,1,12.70026272,0,0,,,724,1.104937378,724,724,2,,7,,,24,29.23575789,16,41,27,1,8,,,,unclassified,,0.5,0.5,0.5,1
,,76,i,,76,1.104937378,76,76,2,,8,,,55067,-23.15920674,4,55035,13.61163998,9,0,0,0,55026,6.64733839,8,2,142.0266442,8,76.5929059,,,1457,0.840832828,1457,1457,2,,7,,,76,1.104937378,76,76,2,,8,,,,pump,,0,0,1,2
,,89,i,,89,9.254199702,83,91,10,1,8,,,55149,-21.17439727,8,0,0,0,0,0,0,0,0,0,72,733.6498954,0,0,,,1590,14.77444515,1583,1593,12,1,7,,,89,9.254199702,83,91,10,1,8,,,,R,R,0,1,0,3
,,162,i,,162,3.24999466,161,163,4,-1,8,,,55158,-366.2313381,11,0,0,0,55166,2.754190207,4,0,0,0,72,733.6498954,0,0,,,1628,7.018671264,1626,1630,6,1,7,,,162,3.24999466,161,163,4,-1,8,,,,E,E,1,0,0,4
,,172,i,,172,8.345318635,169,176,9,1,8,,,56494,4.275675171,4,56184,-6.189032555,6,56501,-4.970781803,4,0,0,0,4,47.1910817,0,0,,,1633,8.021489321,1632,1637,7,-1,7,,,172,8.345318635,169,176,9,1,8,,,,r2,r,1,1,0,5
,,243,i,,243,6.569684434,241,246,7,1,8,,,57002,-195.5035088,13,0,0,0,0,0,0,0,0,0,78,803.3567735,0,0,,,1866,2.177470063,1866,1867,3,,7,,,243,6.569684434,241,246,7,1,8,,,,e1,e,1,0,1,6
,,265,i,,265,16.89155931,258,273,17,-1,8,,,57011,5.37113564,4,0,0,0,0,0,0,0,0,0,78,803.3567735,0,0,,,1909,9.922065656,1908,1914,8,1,7,,,265,16.89155931,258,273,17,-1,8,,,,IPSP,P,0,1,1,7
,,315,i,,315,30.63706668,302,328,28,-1,8,,,57015,5.116507999,5,0,0,0,0,0,0,0,0,0,78,803.3567735,0,0,,,1974,1.336637235,1974,1974,2,,7,,,315,30.63706668,302,328,28,-1,8,,,,EPSP,i,1,0.8,0,8
,,335,i,,335,9.508792961,330,337,9,-1,8,,,57029,-103.1774353,8,0,0,0,0,0,0,0,0,0,78,803.3567735,0,0,,,2192,10.90096619,2190,2194,6,1,7,,,335,9.508792961,330,337,9,-1,8,,,,,,,,,
,,370,i,,370,0.939670925,370,370,2,,8,,,57066,-82.82693627,10,0,0,0,0,0,0,0,0,0,79,809.1957152,0,0,,,2453,0.840832828,2453,2453,2,,7,,,370,0.939670925,370,370,2,,8,,,,,,,,,
,,378,i,,378,8.578669321,374,381,9,-1,8,,,57082,-547.5406243,10,0,0,0,57087,-20.93517685,4,0,0,0,79,809.1957152,0,0,,,2668,3.382868461,2667,2669,4,-1,7,,,378,8.578669321,374,381,9,-1,8,,,,,,,,,
,,407,i,,407,17.30139012,401,417,18,1,8,,,57446,69.29632325,5,0,0,0,0,0,0,0,0,0,81,845.6128394,0,0,,,3552,2.044608303,3552,3553,3,,7,,,407,17.30139012,401,417,18,1,8,,,,,,,,,
,,461,i,,461,5.461500427,459,463,6,-1,8,,,57450,-24.63227385,4,0,0,0,0,0,0,0,0,0,81,845.6128394,0,0,,,3619,3.314812135,3619,3621,4,,7,,,461,5.461500427,459,463,6,-1,8,,,,,,,,,
,,475,i,,475,34.67267949,465,496,33,1,8,,,57465,9.351414876,10,0,0,0,0,0,0,0,0,0,81,845.6128394,0,0,,,4102,7.159464382,4102,4107,7,,7,,,475,34.67267949,465,496,33,1,8,,,,,,,,,
,,526,i,,526,1.104937378,526,526,2,,8,,,57479,-168.6045611,10,0,0,0,57511,80.57717896,4,0,0,0,81,845.6128394,0,0,,,4176,2.687761897,4175,4177,4,-1,7,,,526,1.104937378,526,526,2,,8,,,,,,,,,
,,539,i,,539,30.00993941,533,559,28,1,8,,,57515,-14.1316128,4,0,0,0,57563,-40.2180481,14,0,0,0,82,871.7285907,0,0,,,4182,1.681665656,4182,4183,3,,7,,,539,30.00993941,533,559,28,1,8,,,,,,,,,
,,569,i,,569,2.044608303,569,570,3,,8,,,58990,-70.2004159,6,58876,11.28595924,11,0,0,0,0,0,0,4,49.37359841,0,0,,,5768,0.840832828,5768,5768,2,,7,,,569,2.044608303,569,570,3,,8,,,,,,,,,
,,578,i,,578,4.931660316,577,581,6,-1,8,,,59005,9.139291203,9,0,0,0,0,0,0,0,0,0,89,975.3763345,0,0,,,5810,9.65448323,5808,5816,10,1,7,,,578,4.931660316,577,581,6,-1,8,,,,,,,,,
,,604,i,,604,2.754190253,603,605,4,1,8,,,59052,-101.7567826,7,0,0,0,0,0,0,0,0,0,89,975.3763345,0,0,,,5901,4.270589456,5899,5903,6,-1,7,,,604,2.754190253,603,605,4,1,8,,,,,,,,,
,,673,i,,673,25.04929799,661,682,23,1,8,,,59104,-1245.896596,30,0,0,0,59140,12.05134487,5,0,0,0,90,983.9276849,0,0,,,5948,7.07672964,5945,5951,8,1,7,,,673,25.04929799,661,682,23,1,8,,,,,,,,,
,,724,P,,724,1.104937378,724,724,2,,7,,,59350,-28.55707231,4,59320,60.4200592,7,0,0,0,59303,35.13254166,9,0,0,0,0,,,6059,9.006401538,6056,6063,9,1,7,,,733,34.14776365,725,756,33,-1,8,,,,,,,,,
,,733,i,,733,34.14776365,725,756,33,-1,8,,,59391,3.282407441,4,0,0,0,0,0,0,0,0,0,90,983.9276849,0,0,,,6120,0.939670925,6120,6120,2,,7,,,798,33.73627927,791,821,32,-1,8,,,,,,,,,
,,798,i,,798,33.73627927,791,821,32,-1,8,,,59450,-1174.214906,23,0,0,0,59499,,4,0,0,0,90,983.9276849,0,0,,,6349,0.808420047,6349,6349,2,,7,,,833,2.885441131,832,834,4,-1,8,,,,,,,,,
,,833,i,,833,2.885441131,832,834,4,-1,8,,,59857,-2.754190253,4,59757,18.88652229,15,0,0,0,0,0,0,1,49.35204415,0,0,,,9040,6.135435791,9039,9044,7,-1,7,,,868,4.865231959,867,871,6,1,8,,,,,,,,,
